village_id,year,month,depth_m,change_from_prev_year_m,quality,data_source
AMR010,2022,7,26.95,0.35,saline,estimated
AMR010,2022,8,26.95,0.35,saline,estimated
AMR010,2022,9,25.55,0.35,saline,estimated
AMR010,2022,10,25.55,0.35,saline,estimated
AMR010,2022,11,25.55,0.35,saline,estimated
AMR010,2022,12,26.95,0.35,saline,estimated
AMR010,2023,1,27.3,0.35,saline,estimated
AMR010,2023,2,27.3,0.35,saline,estimated
AMR010,2023,3,27.3,0.35,saline,estimated
AMR010,2023,4,28.9,0.35,saline,estimated
AMR010,2023,5,28.9,0.35,saline,estimated
AMR010,2023,6,28.9,0.35,saline,estimated
AMR010,2023,7,27.3,0.35,saline,estimated
AMR010,2023,8,27.3,0.35,saline,estimated
AMR010,2023,9,25.9,0.35,saline,estimated
AMR010,2023,10,25.9,0.35,saline,estimated
AMR010,2023,11,25.9,0.35,saline,estimated
AMR010,2023,12,27.3,0.35,saline,estimated
AMR010,2024,1,27.65,0.35,saline,estimated
AMR010,2024,2,27.65,0.35,saline,estimated
AMR010,2024,3,27.65,0.35,saline,estimated
AMR010,2024,4,29.25,0.35,saline,estimated
AMR010,2024,5,29.25,0.35,saline,estimated
AMR010,2024,6,29.25,0.35,saline,estimated
AMR010,2024,7,27.65,0.35,saline,estimated
AMR010,2024,8,27.65,0.35,saline,estimated
AMR010,2024,9,26.25,0.35,saline,estimated
AMR010,2024,10,26.25,0.35,saline,estimated
AMR010,2024,11,26.25,0.35,saline,estimated
AMR010,2024,12,27.65,0.35,saline,estimated
BHV001,2019,1,27.0,0.0,saline,estimated
BHV001,2019,2,27.0,0.0,saline,estimated
BHV001,2019,3,27.0,0.0,saline,estimated
BHV001,2019,4,28.6,0.0,saline,estimated
BHV001,2019,5,28.6,0.0,saline,estimated
BHV001,2019,6,28.6,0.0,saline,estimated
BHV001,2019,7,27.0,0.0,saline,estimated
BHV001,2019,8,27.0,0.0,saline,estimated
BHV001,2019,9,25.6,0.0,saline,estimated
BHV001,2019,10,25.6,0.0,saline,estimated
BHV001,2019,11,25.6,0.0,saline,estimated
BHV001,2019,12,27.0,0.0,saline,estimated
BHV001,2020,1,27.35,0.35,saline,estimated
BHV001,2020,2,27.35,0.35,saline,estimated
BHV001,2020,3,27.35,0.35,saline,estimated
BHV001,2020,4,28.95,0.35,saline,estimated
BHV001,2020,5,28.95,0.35,saline,estimated
BHV001,2020,6,28.95,0.35,saline,estimated
BHV001,2020,7,27.35,0.35,saline,estimated
BHV001,2020,8,27.35,0.35,saline,estimated
BHV001,2020,9,25.95,0.35,saline,estimated
BHV001,2020,10,25.95,0.35,saline,estimated
BHV001,2020,11,25.95,0.35,saline,estimated
BHV001,2020,12,27.35,0.35,saline,estimated
BHV001,2021,1,27.7,0.35,saline,estimated
BHV001,2021,2,27.7,0.35,saline,estimated
BHV001,2021,3,27.7,0.35,saline,estimated
BHV001,2021,4,29.3,0.35,saline,estimated
BHV001,2021,5,29.3,0.35,saline,estimated
BHV001,2021,6,29.3,0.35,saline,estimated
BHV001,2021,7,27.7,0.35,saline,estimated
BHV001,2021,8,27.7,0.35,saline,estimated
BHV001,2021,9,26.3,0.35,saline,estimated
BHV001,2021,10,26.3,0.35,saline,estimated
BHV001,2021,11,26.3,0.35,saline,estimated
BHV001,2021,12,27.7,0.35,saline,estimated
BHV001,2022,1,28.05,0.35,saline,estimated
BHV001,2022,2,28.05,0.35,saline,estimated
BHV001,2022,3,28.05,0.35,saline,estimated
BHV001,2022,4,29.65,0.35,saline,estimated
BHV001,2022,5,29.65,0.35,saline,estimated
BHV001,2022,6,29.65,0.35,saline,estimated
BHV001,2022,7,28.05,0.35,saline,estimated
BHV001,2022,8,28.05,0.35,saline,estimated
BHV001,2022,9,26.65,0.35,saline,estimated
BHV001,2022,10,26.65,0.35,saline,estimated
BHV001,2022,11,26.65,0.35,saline,estimated
BHV001,2022,12,28.05,0.35,saline,estimated
BHV001,2023,1,28.4,0.35,saline,estimated
BHV001,2023,2,28.4,0.35,saline,estimated
BHV001,2023,3,28.4,0.35,saline,estimated
BHV001,2023,4,30.0,0.35,saline,estimated
BHV001,2023,5,30.0,0.35,saline,estimated
BHV001,2023,6,30.0,0.35,saline,estimated
BHV001,2023,7,28.4,0.35,saline,estimated
BHV001,2023,8,28.4,0.35,saline,estimated
BHV001,2023,9,27.0,0.35,saline,estimated
BHV001,2023,10,27.0,0.35,saline,estimated
BHV001,2023,11,27.0,0.35,saline,estimated
BHV001,2023,12,28.4,0.35,saline,estimated
BHV001,2024,1,28.75,0.35,saline,estimated
BHV001,2024,2,28.75,0.35,saline,estimated
BHV001,2024,3,28.75,0.35,saline,estimated
BHV001,2024,4,30.35,0.35,saline,estimated
BHV001,2024,5,30.35,0.35,saline,estimated
BHV001,2024,6,30.35,0.35,saline,estimated
BHV001,2024,7,28.75,0.35,saline,estimated
BHV001,2024,8,28.75,0.35,saline,estimated
BHV001,2024,9,27.35,0.35,saline,estimated
BHV001,2024,10,27.35,0.35,saline,estimated
BHV001,2024,11,27.35,0.35,saline,estimated
BHV001,2024,12,28.75,0.35,saline,estimated
BHV002,2019,1,25.6,0.0,saline,estimated
BHV002,2019,2,25.6,0.0,saline,estimated
BHV002,2019,3,25.6,0.0,saline,estimated
BHV002,2019,4,27.2,0.0,saline,estimated
BHV002,2019,5,27.2,0.0,saline,estimated
BHV002,2019,6,27.2,0.0,saline,estimated
BHV002,2019,7,25.6,0.0,saline,estimated
BHV002,2019,8,25.6,0.0,saline,estimated
BHV002,2019,9,24.2,0.0,moderate,estimated
BHV002,2019,10,24.2,0.0,moderate,estimated
BHV002,2019,11,24.2,0.0,moderate,estimated
BHV002,2019,12,25.6,0.0,saline,estimated
BHV002,2020,1,25.95,0.35,saline,estimated
BHV002,2020,2,25.95,0.35,saline,estimated
BHV002,2020,3,25.95,0.35,saline,estimated
BHV002,2020,4,27.55,0.35,saline,estimated
BHV002,2020,5,27.55,0.35,saline,estimated
BHV002,2020,6,27.55,0.35,saline,estimated
BHV002,2020,7,25.95,0.35,saline,estimated
BHV002,2020,8,25.95,0.35,saline,estimated
BHV002,2020,9,24.55,0.35,moderate,estimated
BHV002,2020,10,24.55,0.35,moderate,estimated
BHV002,2020,11,24.55,0.35,moderate,estimated
BHV002,2020,12,25.95,0.35,saline,estimated
BHV002,2021,1,26.3,0.35,saline,estimated
BHV002,2021,2,26.3,0.35,saline,estimated
BHV002,2021,3,26.3,0.35,saline,estimated
BHV002,2021,4,27.9,0.35,saline,estimated
BHV002,2021,5,27.9,0.35,saline,estimated
BHV002,2021,6,27.9,0.35,saline,estimated
BHV002,2021,7,26.3,0.35,saline,estimated
BHV002,2021,8,26.3,0.35,saline,estimated
BHV002,2021,9,24.9,0.35,moderate,estimated
BHV002,2021,10,24.9,0.35,moderate,estimated
BHV002,2021,11,24.9,0.35,moderate,estimated
BHV002,2021,12,26.3,0.35,saline,estimated
BHV002,2022,1,26.65,0.35,saline,estimated
BHV002,2022,2,26.65,0.35,saline,estimated
BHV002,2022,3,26.65,0.35,saline,estimated
BHV002,2022,4,28.25,0.35,saline,estimated
BHV002,2022,5,28.25,0.35,saline,estimated
BHV002,2022,6,28.25,0.35,saline,estimated
BHV002,2022,7,26.65,0.35,saline,estimated
BHV002,2022,8,26.65,0.35,saline,estimated
BHV002,2022,9,25.25,0.35,saline,estimated
BHV002,2022,10,25.25,0.35,saline,estimated
BHV002,2022,11,25.25,0.35,saline,estimated
BHV002,2022,12,26.65,0.35,saline,estimated
BHV002,2023,1,27.0,0.35,saline,estimated
BHV002,2023,2,27.0,0.35,saline,estimated
BHV002,2023,3,27.0,0.35,saline,estimated
BHV002,2023,4,28.6,0.35,saline,estimated
BHV002,2023,5,28.6,0.35,saline,estimated
BHV002,2023,6,28.6,0.35,saline,estimated
BHV002,2023,7,27.0,0.35,saline,estimated
BHV002,2023,8,27.0,0.35,saline,estimated
BHV002,2023,9,25.6,0.35,saline,estimated
BHV002,2023,10,25.6,0.35,saline,estimated
BHV002,2023,11,25.6,0.35,saline,estimated
BHV002,2023,12,27.0,0.35,saline,estimated
BHV002,2024,1,27.35,0.35,saline,estimated
BHV002,2024,2,27.35,0.35,saline,estimated
BHV002,2024,3,27.35,0.35,saline,estimated
BHV002,2024,4,28.95,0.35,saline,estimated
BHV002,2024,5,28.95,0.35,saline,estimated
BHV002,2024,6,28.95,0.35,saline,estimated
BHV002,2024,7,27.35,0.35,saline,estimated
BHV002,2024,8,27.35,0.35,saline,estimated
BHV002,2024,9,25.95,0.35,saline,estimated
BHV002,2024,10,25.95,0.35,saline,estimated
BHV002,2024,11,25.95,0.35,saline,estimated
BHV002,2024,12,27.35,0.35,saline,estimated
BHV003,2019,1,24.8,0.0,moderate,estimated
BHV003,2019,2,24.8,0.0,moderate,estimated
BHV003,2019,3,24.8,0.0,moderate,estimated
BHV003,2019,4,26.4,0.0,saline,estimated
BHV003,2019,5,26.4,0.0,saline,estimated
BHV003,2019,6,26.4,0.0,saline,estimated
BHV003,2019,7,24.8,0.0,moderate,estimated
BHV003,2019,8,24.8,0.0,moderate,estimated
BHV003,2019,9,23.4,0.0,moderate,estimated
BHV003,2019,10,23.4,0.0,moderate,estimated
BHV003,2019,11,23.4,0.0,moderate,estimated
BHV003,2019,12,24.8,0.0,moderate,estimated
BHV003,2020,1,25.15,0.35,saline,estimated
BHV003,2020,2,25.15,0.35,saline,estimated
BHV003,2020,3,25.15,0.35,saline,estimated
BHV003,2020,4,26.75,0.35,saline,estimated
BHV003,2020,5,26.75,0.35,saline,estimated
BHV003,2020,6,26.75,0.35,saline,estimated
BHV003,2020,7,25.15,0.35,saline,estimated
BHV003,2020,8,25.15,0.35,saline,estimated
BHV003,2020,9,23.75,0.35,moderate,estimated
BHV003,2020,10,23.75,0.35,moderate,estimated
BHV003,2020,11,23.75,0.35,moderate,estimated
BHV003,2020,12,25.15,0.35,saline,estimated
BHV003,2021,1,25.5,0.35,saline,estimated
BHV003,2021,2,25.5,0.35,saline,estimated
BHV003,2021,3,25.5,0.35,saline,estimated
BHV003,2021,4,27.1,0.35,saline,estimated
BHV003,2021,5,27.1,0.35,saline,estimated
BHV003,2021,6,27.1,0.35,saline,estimated
BHV003,2021,7,25.5,0.35,saline,estimated
BHV003,2021,8,25.5,0.35,saline,estimated
BHV003,2021,9,24.1,0.35,moderate,estimated
BHV003,2021,10,24.1,0.35,moderate,estimated
BHV003,2021,11,24.1,0.35,moderate,estimated
BHV003,2021,12,25.5,0.35,saline,estimated
BHV003,2022,1,25.85,0.35,saline,estimated
BHV003,2022,2,25.85,0.35,saline,estimated
BHV003,2022,3,25.85,0.35,saline,estimated
BHV003,2022,4,27.45,0.35,saline,estimated
BHV003,2022,5,27.45,0.35,saline,estimated
BHV003,2022,6,27.45,0.35,saline,estimated
BHV003,2022,7,25.85,0.35,saline,estimated
BHV003,2022,8,25.85,0.35,saline,estimated
BHV003,2022,9,24.45,0.35,moderate,estimated
BHV003,2022,10,24.45,0.35,moderate,estimated
BHV003,2022,11,24.45,0.35,moderate,estimated
BHV003,2022,12,25.85,0.35,saline,estimated
BHV003,2023,1,26.2,0.35,saline,estimated
BHV003,2023,2,26.2,0.35,saline,estimated
BHV003,2023,3,26.2,0.35,saline,estimated
BHV003,2023,4,27.8,0.35,saline,estimated
BHV003,2023,5,27.8,0.35,saline,estimated
BHV003,2023,6,27.8,0.35,saline,estimated
BHV003,2023,7,26.2,0.35,saline,estimated
BHV003,2023,8,26.2,0.35,saline,estimated
BHV003,2023,9,24.8,0.35,moderate,estimated
BHV003,2023,10,24.8,0.35,moderate,estimated
BHV003,2023,11,24.8,0.35,moderate,estimated
BHV003,2023,12,26.2,0.35,saline,estimated
BHV003,2024,1,26.55,0.35,saline,estimated
BHV003,2024,2,26.55,0.35,saline,estimated
BHV003,2024,3,26.55,0.35,saline,estimated
BHV003,2024,4,28.15,0.35,saline,estimated
BHV003,2024,5,28.15,0.35,saline,estimated
BHV003,2024,6,28.15,0.35,saline,estimated
BHV003,2024,7,26.55,0.35,saline,estimated
BHV003,2024,8,26.55,0.35,saline,estimated
BHV003,2024,9,25.15,0.35,saline,estimated
BHV003,2024,10,25.15,0.35,saline,estimated
BHV003,2024,11,25.15,0.35,saline,estimated
BHV003,2024,12,26.55,0.35,saline,estimated
BHV004,2019,1,26.3,0.0,saline,estimated
BHV004,2019,2,26.3,0.0,saline,estimated
BHV004,2019,3,26.3,0.0,saline,estimated
BHV004,2019,4,27.9,0.0,saline,estimated
BHV004,2019,5,27.9,0.0,saline,estimated
BHV004,2019,6,27.9,0.0,saline,estimated
BHV004,2019,7,26.3,0.0,saline,estimated
BHV004,2019,8,26.3,0.0,saline,estimated
BHV004,2019,9,24.9,0.0,moderate,estimated
BHV004,2019,10,24.9,0.0,moderate,estimated
BHV004,2019,11,24.9,0.0,moderate,estimated
BHV004,2019,12,26.3,0.0,saline,estimated
BHV004,2020,1,26.65,0.35,saline,estimated
BHV004,2020,2,26.65,0.35,saline,estimated
BHV004,2020,3,26.65,0.35,saline,estimated
BHV004,2020,4,28.25,0.35,saline,estimated
BHV004,2020,5,28.25,0.35,saline,estimated
BHV004,2020,6,28.25,0.35,saline,estimated
BHV004,2020,7,26.65,0.35,saline,estimated
BHV004,2020,8,26.65,0.35,saline,estimated
BHV004,2020,9,25.25,0.35,saline,estimated
BHV004,2020,10,25.25,0.35,saline,estimated
BHV004,2020,11,25.25,0.35,saline,estimated
BHV004,2020,12,26.65,0.35,saline,estimated
BHV004,2021,1,27.0,0.35,saline,estimated
BHV004,2021,2,27.0,0.35,saline,estimated
BHV004,2021,3,27.0,0.35,saline,estimated
BHV004,2021,4,28.6,0.35,saline,estimated
BHV004,2021,5,28.6,0.35,saline,estimated
BHV004,2021,6,28.6,0.35,saline,estimated
BHV004,2021,7,27.0,0.35,saline,estimated
BHV004,2021,8,27.0,0.35,saline,estimated
BHV004,2021,9,25.6,0.35,saline,estimated
BHV004,2021,10,25.6,0.35,saline,estimated
BHV004,2021,11,25.6,0.35,saline,estimated
BHV004,2021,12,27.0,0.35,saline,estimated
BHV004,2022,1,27.35,0.35,saline,estimated
BHV004,2022,2,27.35,0.35,saline,estimated
BHV004,2022,3,27.35,0.35,saline,estimated
BHV004,2022,4,28.95,0.35,saline,estimated
BHV004,2022,5,28.95,0.35,saline,estimated
BHV004,2022,6,28.95,0.35,saline,estimated
BHV004,2022,7,27.35,0.35,saline,estimated
BHV004,2022,8,27.35,0.35,saline,estimated
BHV004,2022,9,25.95,0.35,saline,estimated
BHV004,2022,10,25.95,0.35,saline,estimated
BHV004,2022,11,25.95,0.35,saline,estimated
BHV004,2022,12,27.35,0.35,saline,estimated
BHV004,2023,1,27.7,0.35,saline,estimated
BHV004,2023,2,27.7,0.35,saline,estimated
BHV004,2023,3,27.7,0.35,saline,estimated
BHV004,2023,4,29.3,0.35,saline,estimated
BHV004,2023,5,29.3,0.35,saline,estimated
BHV004,2023,6,29.3,0.35,saline,estimated
BHV004,2023,7,27.7,0.35,saline,estimated
BHV004,2023,8,27.7,0.35,saline,estimated
BHV004,2023,9,26.3,0.35,saline,estimated
BHV004,2023,10,26.3,0.35,saline,estimated
BHV004,2023,11,26.3,0.35,saline,estimated
BHV004,2023,12,27.7,0.35,saline,estimated
BHV004,2024,1,28.05,0.35,saline,estimated
BHV004,2024,2,28.05,0.35,saline,estimated
BHV004,2024,3,28.05,0.35,saline,estimated
BHV004,2024,4,29.65,0.35,saline,estimated
BHV004,2024,5,29.65,0.35,saline,estimated
BHV004,2024,6,29.65,0.35,saline,estimated
BHV004,2024,7,28.05,0.35,saline,estimated
BHV004,2024,8,28.05,0.35,saline,estimated
BHV004,2024,9,26.65,0.35,saline,estimated
BHV004,2024,10,26.65,0.35,saline,estimated
BHV004,2024,11,26.65,0.35,saline,estimated
BHV004,2024,12,28.05,0.35,saline,estimated
BHV005,2019,1,27.7,0.0,saline,estimated
BHV005,2019,2,27.7,0.0,saline,estimated
BHV005,2019,3,27.7,0.0,saline,estimated
BHV005,2019,4,29.3,0.0,saline,estimated
BHV005,2019,5,29.3,0.0,saline,estimated
BHV005,2019,6,29.3,0.0,saline,estimated
BHV005,2019,7,27.7,0.0,saline,estimated
BHV005,2019,8,27.7,0.0,saline,estimated
BHV005,2019,9,26.3,0.0,saline,estimated
BHV005,2019,10,26.3,0.0,saline,estimated
BHV005,2019,11,26.3,0.0,saline,estimated
BHV005,2019,12,27.7,0.0,saline,estimated
BHV005,2020,1,28.05,0.35,saline,estimated
BHV005,2020,2,28.05,0.35,saline,estimated
BHV005,2020,3,28.05,0.35,saline,estimated
BHV005,2020,4,29.65,0.35,saline,estimated
BHV005,2020,5,29.65,0.35,saline,estimated
BHV005,2020,6,29.65,0.35,saline,estimated
BHV005,2020,7,28.05,0.35,saline,estimated
BHV005,2020,8,28.05,0.35,saline,estimated
BHV005,2020,9,26.65,0.35,saline,estimated
BHV005,2020,10,26.65,0.35,saline,estimated
BHV005,2020,11,26.65,0.35,saline,estimated
BHV005,2020,12,28.05,0.35,saline,estimated
BHV005,2021,1,28.4,0.35,saline,estimated
BHV005,2021,2,28.4,0.35,saline,estimated
BHV005,2021,3,28.4,0.35,saline,estimated
BHV005,2021,4,30.0,0.35,saline,estimated
BHV005,2021,5,30.0,0.35,saline,estimated
BHV005,2021,6,30.0,0.35,saline,estimated
BHV005,2021,7,28.4,0.35,saline,estimated
BHV005,2021,8,28.4,0.35,saline,estimated
BHV005,2021,9,27.0,0.35,saline,estimated
BHV005,2021,10,27.0,0.35,saline,estimated
BHV005,2021,11,27.0,0.35,saline,estimated
BHV005,2021,12,28.4,0.35,saline,estimated
BHV005,2022,1,28.75,0.35,saline,estimated
BHV005,2022,2,28.75,0.35,saline,estimated
BHV005,2022,3,28.75,0.35,saline,estimated
BHV005,2022,4,30.35,0.35,saline,estimated
BHV005,2022,5,30.35,0.35,saline,estimated
BHV005,2022,6,30.35,0.35,saline,estimated
BHV005,2022,7,28.75,0.35,saline,estimated
BHV005,2022,8,28.75,0.35,saline,estimated
BHV005,2022,9,27.35,0.35,saline,estimated
BHV005,2022,10,27.35,0.35,saline,estimated
BHV005,2022,11,27.35,0.35,saline,estimated
BHV005,2022,12,28.75,0.35,saline,estimated
BHV005,2023,1,29.1,0.35,saline,estimated
BHV005,2023,2,29.1,0.35,saline,estimated
BHV005,2023,3,29.1,0.35,saline,estimated
BHV005,2023,4,30.7,0.35,saline,estimated
BHV005,2023,5,30.7,0.35,saline,estimated
BHV005,2023,6,30.7,0.35,saline,estimated
BHV005,2023,7,29.1,0.35,saline,estimated
BHV005,2023,8,29.1,0.35,saline,estimated
BHV005,2023,9,27.7,0.35,saline,estimated
BHV005,2023,10,27.7,0.35,saline,estimated
BHV005,2023,11,27.7,0.35,saline,estimated
BHV005,2023,12,29.1,0.35,saline,estimated
BHV005,2024,1,29.45,0.35,saline,estimated
BHV005,2024,2,29.45,0.35,saline,estimated
BHV005,2024,3,29.45,0.35,saline,estimated
BHV005,2024,4,31.05,0.35,saline,estimated
BHV005,2024,5,31.05,0.35,saline,estimated
BHV005,2024,6,31.05,0.35,saline,estimated
BHV005,2024,7,29.45,0.35,saline,estimated
BHV005,2024,8,29.45,0.35,saline,estimated
BHV005,2024,9,28.05,0.35,saline,estimated
BHV005,2024,10,28.05,0.35,saline,estimated
BHV005,2024,11,28.05,0.35,saline,estimated
BHV005,2024,12,29.45,0.35,saline,estimated
SRN001,2019,1,30.4,0.0,saline,estimated
SRN001,2019,2,30.4,0.0,saline,estimated
SRN001,2019,3,30.4,0.0,saline,estimated
SRN001,2019,4,32.0,0.0,saline,estimated
SRN001,2019,5,32.0,0.0,saline,estimated
SRN001,2019,6,32.0,0.0,saline,estimated
SRN001,2019,7,30.4,0.0,saline,estimated
SRN001,2019,8,30.4,0.0,saline,estimated
SRN001,2019,9,29.0,0.0,saline,estimated
SRN001,2019,10,29.0,0.0,saline,estimated
SRN001,2019,11,29.0,0.0,saline,estimated
SRN001,2019,12,30.4,0.0,saline,estimated
SRN001,2020,1,30.75,0.35,saline,estimated
SRN001,2020,2,30.75,0.35,saline,estimated
SRN001,2020,3,30.75,0.35,saline,estimated
SRN001,2020,4,32.35,0.35,saline,estimated
SRN001,2020,5,32.35,0.35,saline,estimated
SRN001,2020,6,32.35,0.35,saline,estimated
SRN001,2020,7,30.75,0.35,saline,estimated
SRN001,2020,8,30.75,0.35,saline,estimated
SRN001,2020,9,29.35,0.35,saline,estimated
SRN001,2020,10,29.35,0.35,saline,estimated
SRN001,2020,11,29.35,0.35,saline,estimated
SRN001,2020,12,30.75,0.35,saline,estimated
SRN001,2021,1,31.1,0.35,saline,estimated
SRN001,2021,2,31.1,0.35,saline,estimated
SRN001,2021,3,31.1,0.35,saline,estimated
SRN001,2021,4,32.7,0.35,saline,estimated
SRN001,2021,5,32.7,0.35,saline,estimated
SRN001,2021,6,32.7,0.35,saline,estimated
SRN001,2021,7,31.1,0.35,saline,estimated
SRN001,2021,8,31.1,0.35,saline,estimated
SRN001,2021,9,29.7,0.35,saline,estimated
SRN001,2021,10,29.7,0.35,saline,estimated
SRN001,2021,11,29.7,0.35,saline,estimated
SRN001,2021,12,31.1,0.35,saline,estimated
SRN001,2022,1,31.45,0.35,saline,estimated
SRN001,2022,2,31.45,0.35,saline,estimated
SRN001,2022,3,31.45,0.35,saline,estimated
SRN001,2022,4,33.05,0.35,saline,estimated
SRN001,2022,5,33.05,0.35,saline,estimated
SRN001,2022,6,33.05,0.35,saline,estimated
SRN001,2022,7,31.45,0.35,saline,estimated
SRN001,2022,8,31.45,0.35,saline,estimated
SRN001,2022,9,30.05,0.35,saline,estimated
SRN001,2022,10,30.05,0.35,saline,estimated
SRN001,2022,11,30.05,0.35,saline,estimated
SRN001,2022,12,31.45,0.35,saline,estimated
SRN001,2023,1,31.8,0.35,saline,estimated
SRN001,2023,2,31.8,0.35,saline,estimated
SRN001,2023,3,31.8,0.35,saline,estimated
SRN001,2023,4,33.4,0.35,saline,estimated
SRN001,2023,5,33.4,0.35,saline,estimated
SRN001,2023,6,33.4,0.35,saline,estimated
SRN001,2023,7,31.8,0.35,saline,estimated
SRN001,2023,8,31.8,0.35,saline,estimated
SRN001,2023,9,30.4,0.35,saline,estimated
SRN001,2023,10,30.4,0.35,saline,estimated
SRN001,2023,11,30.4,0.35,saline,estimated
SRN001,2023,12,31.8,0.35,saline,estimated
SRN001,2024,1,32.15,0.35,saline,estimated
SRN001,2024,2,32.15,0.35,saline,estimated
SRN001,2024,3,32.15,0.35,saline,estimated
SRN001,2024,4,33.75,0.35,saline,estimated
SRN001,2024,5,33.75,0.35,saline,estimated
SRN001,2024,6,33.75,0.35,saline,estimated
SRN001,2024,7,32.15,0.35,saline,estimated
SRN001,2024,8,32.15,0.35,saline,estimated
SRN001,2024,9,30.75,0.35,saline,estimated
SRN001,2024,10,30.75,0.35,saline,estimated
SRN001,2024,11,30.75,0.35,saline,estimated
SRN001,2024,12,32.15,0.35,saline,estimated
SRN002,2019,1,29.8,0.0,saline,estimated
SRN002,2019,2,29.8,0.0,saline,estimated
SRN002,2019,3,29.8,0.0,saline,estimated
SRN002,2019,4,31.4,0.0,saline,estimated
SRN002,2019,5,31.4,0.0,saline,estimated
SRN002,2019,6,31.4,0.0,saline,estimated
SRN002,2019,7,29.8,0.0,saline,estimated
SRN002,2019,8,29.8,0.0,saline,estimated
SRN002,2019,9,28.4,0.0,saline,estimated
SRN002,2019,10,28.4,0.0,saline,estimated
SRN002,2019,11,28.4,0.0,saline,estimated
SRN002,2019,12,29.8,0.0,saline,estimated
SRN002,2020,1,30.15,0.35,saline,estimated
SRN002,2020,2,30.15,0.35,saline,estimated
SRN002,2020,3,30.15,0.35,saline,estimated
SRN002,2020,4,31.75,0.35,saline,estimated
SRN002,2020,5,31.75,0.35,saline,estimated
SRN002,2020,6,31.75,0.35,saline,estimated
SRN002,2020,7,30.15,0.35,saline,estimated
SRN002,2020,8,30.15,0.35,saline,estimated
SRN002,2020,9,28.75,0.35,saline,estimated
SRN002,2020,10,28.75,0.35,saline,estimated
SRN002,2020,11,28.75,0.35,saline,estimated
SRN002,2020,12,30.15,0.35,saline,estimated
SRN002,2021,1,30.5,0.35,saline,estimated
SRN002,2021,2,30.5,0.35,saline,estimated
SRN002,2021,3,30.5,0.35,saline,estimated
SRN002,2021,4,32.1,0.35,saline,estimated
SRN002,2021,5,32.1,0.35,saline,estimated
SRN002,2021,6,32.1,0.35,saline,estimated
SRN002,2021,7,30.5,0.35,saline,estimated
SRN002,2021,8,30.5,0.35,saline,estimated
SRN002,2021,9,29.1,0.35,saline,estimated
SRN002,2021,10,29.1,0.35,saline,estimated
SRN002,2021,11,29.1,0.35,saline,estimated
SRN002,2021,12,30.5,0.35,saline,estimated
SRN002,2022,1,30.85,0.35,saline,estimated
SRN002,2022,2,30.85,0.35,saline,estimated
SRN002,2022,3,30.85,0.35,saline,estimated
SRN002,2022,4,32.45,0.35,saline,estimated
SRN002,2022,5,32.45,0.35,saline,estimated
SRN002,2022,6,32.45,0.35,saline,estimated
SRN002,2022,7,30.85,0.35,saline,estimated
SRN002,2022,8,30.85,0.35,saline,estimated
SRN002,2022,9,29.45,0.35,saline,estimated
SRN002,2022,10,29.45,0.35,saline,estimated
SRN002,2022,11,29.45,0.35,saline,estimated
SRN002,2022,12,30.85,0.35,saline,estimated
SRN002,2023,1,31.2,0.35,saline,estimated
SRN002,2023,2,31.2,0.35,saline,estimated
SRN002,2023,3,31.2,0.35,saline,estimated
SRN002,2023,4,32.8,0.35,saline,estimated
SRN002,2023,5,32.8,0.35,saline,estimated
SRN002,2023,6,32.8,0.35,saline,estimated
SRN002,2023,7,31.2,0.35,saline,estimated
SRN002,2023,8,31.2,0.35,saline,estimated
SRN002,2023,9,29.8,0.35,saline,estimated
SRN002,2023,10,29.8,0.35,saline,estimated
SRN002,2023,11,29.8,0.35,saline,estimated
SRN002,2023,12,31.2,0.35,saline,estimated
SRN002,2024,1,31.55,0.35,saline,estimated
SRN002,2024,2,31.55,0.35,saline,estimated
SRN002,2024,3,31.55,0.35,saline,estimated
SRN002,2024,4,33.15,0.35,saline,estimated
SRN002,2024,5,33.15,0.35,saline,estimated
SRN002,2024,6,33.15,0.35,saline,estimated
SRN002,2024,7,31.55,0.35,saline,estimated
SRN002,2024,8,31.55,0.35,saline,estimated
SRN002,2024,9,30.15,0.35,saline,estimated
SRN002,2024,10,30.15,0.35,saline,estimated
SRN002,2024,11,30.15,0.35,saline,estimated
SRN002,2024,12,31.55,0.35,saline,estimated
SRN003,2019,1,31.6,0.0,saline,estimated
SRN003,2019,2,31.6,0.0,saline,estimated
SRN003,2019,3,31.6,0.0,saline,estimated
SRN003,2019,4,33.2,0.0,saline,estimated
SRN003,2019,5,33.2,0.0,saline,estimated
SRN003,2019,6,33.2,0.0,saline,estimated
SRN003,2019,7,31.6,0.0,saline,estimated
SRN003,2019,8,31.6,0.0,saline,estimated
SRN003,2019,9,30.2,0.0,saline,estimated
SRN003,2019,10,30.2,0.0,saline,estimated
SRN003,2019,11,30.2,0.0,saline,estimated
SRN003,2019,12,31.6,0.0,saline,estimated
SRN003,2020,1,31.95,0.35,saline,estimated
SRN003,2020,2,31.95,0.35,saline,estimated
SRN003,2020,3,31.95,0.35,saline,estimated
SRN003,2020,4,33.55,0.35,saline,estimated
SRN003,2020,5,33.55,0.35,saline,estimated
SRN003,2020,6,33.55,0.35,saline,estimated
SRN003,2020,7,31.95,0.35,saline,estimated
SRN003,2020,8,31.95,0.35,saline,estimated
SRN003,2020,9,30.55,0.35,saline,estimated
SRN003,2020,10,30.55,0.35,saline,estimated
SRN003,2020,11,30.55,0.35,saline,estimated
